name,summary,home_page,layer,dependent_number,dependency
vineyard-ml,Vineyard integration with machine learning frameworks,https://v6d.io,2,,tensorflow
vipcca,single cell integration,https://github.com/jhu99/vipcca,2,,tensorflow
viraliq,Search for videos using an image query.,https://github.com/Aveek-Saha/VIRALIQ,2,,tensorflow
virtual-scanner,Virtual Scanner educational tool for MRI,https://github.com/imr-framework/virtual-scanner,2,,tensorflow
visdetect,Visual error analysis for detection tasks,,2,,tensorflow
vistec-ser,Speech Emotion Recognition models and training using Tensorflow 2.x,https://github.com/tann9949/vistec-ser,2,,tensorflow
visual-attention-tf,CNN Attention layer to be used with tf or tf.keras,https://github.com/vinayak19th/Visual_attention_tf,2,,tensorflow
visual-search-nets,experiments measuring how convolutional neural networks perform a visual search task,https://github.com/NickleDave/visual-search-nets,2,,tensorflow
visualdata,library to manage image data,https://github.com/perceptance/visualdata-lib,2,,tensorflow
vitamin-b,A user-friendly machine learning Bayesian inference library,https://github.com/hagabbar/vitamin_b,2,,tensorflow
vk-facenet,facenet,https://github.com/pypa/sampleproject,2,,tensorflow
vtmm,Vectorized transfer matrix method (TMM) for computing the optical reflection and transmission of multilayer planar stacks,https://github.com/fancompute/vtmm,2,,tensorflow
vtorch,"NLP research library, built on PyTorch. Based on AllenNLP.",,2,,tensorflow
vvadlrs3,Library to provide models trained on the VVAD-LRS3 Dataset. The library also contains preprocessing pipelines.,https://github.com/adrianlubitz/VVAD,2,,tensorflow
waseda-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow
watsor,Object detection for video surveillance,https://github.com/asmirnou/watsor,2,,tensorflow
waymo-open-dataset,Waymo Open Dataset libraries.,https://waymo.com/open,2,1.0,tensorflow
waymo-open-dataset-2-0-0,Waymo Open Dataset libraries.,https://waymo.com/open,2,1.0,tensorflow
waymo-open-dataset-tf-2-0-0,Waymo Open Dataset libraries.,https://waymo.com/open,2,1.0,tensorflow
waymo-open-dataset-tf-2-4-0,Waymo Open Dataset libraries.,https://waymo.com/open,2,,tensorflow
waymo-open-dataset-tf-2-5-0,Waymo Open Dataset libraries.,https://waymo.com/open,2,,tensorflow
waymo-open-dataset-tf-2-6-0,Waymo Open Dataset libraries.,https://waymo.com/open,2,1.0,tensorflow
wechatter,Open source deep learning framework to automate text- and voice-based conversations,https://we-chatter.com,2,,tensorflow
weightwatcher,Diagnostic Tool for Deep Neural Networks,https://calculationconsulting.com/,2,,tensorflow
wf-smcmodel,Provide estimation and simulation capabilities for sequential Monte Carlo (SMC) models,https://github.com/WildflowerSchools/wf-smcmodel,2,1.0,tensorflow
wf-smcmodel-localize,Define a sequential Monte Carlo (SMC) model to estimate positions of objects from sensor data,https://github.com/WildflowerSchools/wf-smcmodel-localize,2,1.0,tensorflow
whatlies,Make visualisations to learn `what lies` in word embeddings.,,2,,tensorflow
whiteboxlayer,TensorFlow based custom layers,https://github.com/YeongHyeon/white-box-layer,2,,tensorflow
wikirec,Recommendation engine framework based on Wikipedia data,https://github.com/andrewtavis/wikirec,2,,tensorflow
witwidget,What-If Tool notebook widget,https://whatif-tool.dev,2,3.0,tensorflow
wjwgym,Reinforcement Learning Tools,https://github.com/LampV/Reinforcement-Learning,2,,tensorflow
worin,A Korean POS Tagger using Neural Network,https://github.com/mindscale/worin,2,,tensorflow
wormpose,WormPose: Image synthesis and convolutional networks for pose estimation in C. elegans,https://iteal.github.io/wormpose/,2,,tensorflow
wyl-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow
wyljpn-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow
xDNN-classifier,eXplainable Deep Neural Network (xDNN),https://github.com/Plamen-Eduardo/xDNN,2,,tensorflow
xRBM,Tensorflow implementations of the Restricted Boltzmann Machine family of models,https://omid.al/projects/xRBM.html,2,,tensorflow
xain-fl,XAIN is an open source framework for federated learning.,https://github.com/xainag/xain-fl,2,,tensorflow
xanthus,Neural Collaborative Filtering in Python,https://github.com/markdouthwaite/xanthus,2,,tensorflow
xiRT,xiRT: Multi-dimensional Retention Time Prediction for Linear and Crosslinked Peptides.,,2,,tensorflow
xmnlp,A Lightweight Chinese Natural Language Processing Toolkit,https://github.com/SeanLee97/xmnlp,2,,tensorflow
xplainer,xplainer.ai toolkit enables developers to explore predictions of their deep learning models. Focused on image classification and TensorFlow 2+.,https://github.com/liborvaneksw/xplainer,2,,tensorflow
xplainet,Explainable Neural network in Keras,https://github.com/Hartorn/XplaiNet,2,,tensorflow
xraydawgz,XRayDawgz XRD image pattern classifier,https://github.com/X-ray-Dawgz/XRayDawgz,2,,tensorflow
xswem,A simple and explainable deep learning model for NLP.,https://github.com/KieranLitschel/XSWEM,2,,tensorflow
xtreme-vision,"A Python Library for Computer Vision tasks like Object Detection, Segmentation, Pose Estimation etc",https://github.com/Adeel-Intizar/Xtreme-Vision,2,,tensorflow
xyolo,"xyolo is a highly encapsulated YOLO v3 library implemented in Python.With xyolo, you can easily complete the training and calling of the yolo3 target detection task with just a few lines of Python code.",https://github.com/AaronJny/xyolo,2,,tensorflow
yaaf,YAAF: Yet Another Agents Framework,http://github.com/jmribeiro/yaaf,2,,tensorflow
yarll,Yet Another Reinforcement Learning Library,https://github.com/arnomoonens/YARLL,2,,tensorflow
ydata-synthetic,Synthetic data generation methods with different synthetization methods.,https://github.com/ydataai/ydata-synthetic,2,,tensorflow
yfml,based on tensorflow,,2,,tensorflow
yifeif-tensorflow-graphics,"A library that contains well defined, reusable and cleanly written graphics related ops and utility functions for TensorFlow.",https://github.com/tensorflow/graphics,2,,tensorflow
yikit,This is my own tool kit.,http://github.com/yu9824/yikit/,2,,tensorflow
yo-ds,The toolkit for data science projects with a focus on functional programming,http://comingsoon.com,2,1.0,tensorflow
yolo-v5-tflite,YOLO_v5 - most advanced vision AI model for object detection in TFLite.,https://github.com/neso613/yolo-v5-pip-wheel,2,,tensorflow
yolov3,Keras(TF backend) implementation of yolo v3 objects detection.,,2,,tensorflow
yonlu,A deep learning based natural language understanding module,https://github.com/MinSong2/yonlu,2,,tensorflow
ytopt,Model-based search software for autotuning.,https://xgitlab.cels.anl.gov/pbalapra/ytopt,2,,tensorflow
yulong-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow
zero-play,Play board games using the techniques from AlphaZero,https://donkirkby.github.io/zero-play/,2,1.0,tensorflow
zfit,scalable pythonic model fitting for high energy physics,https://github.com/zfit/zfit,2,3.0,tensorflow
zh-rasa,Chinese NLP tool for RASA,https://github.com/deepdialog/zh-rasa,2,,tensorflow
zoo-animal-classification,classification of zoo animals using machine learning models,https://github.com/yijiaceline/CSF-project.git,2,,tensorflow
zuds,ZTF/ZUDS image processing pipeline,https://github.com/zuds-survey/zuds-pipeline,2,,tensorflow
zzProfiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow
rflow-tfx,TensorFlow Extended (TFX) is README.ml-pipelines-sdk.md TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-cloud
tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,3.0,tensorflow-cloud
waseda-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-cloud
wyl-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-cloud
wyljpn-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-cloud
yulong-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-cloud
Cemotion,基于NLP的中文情感倾向分析库,,2,,tensorflow-cpu
Cemotion-apple,基于NLP的中文情感倾向分析库,,2,,tensorflow-cpu
TChatBot,"A ChatBot framework to create customizable all purpose Chatbots using NLP, Tensorflow, Speech Recognition",https://github.com/deepraj1729/TChatBot,2,,tensorflow-cpu
alphafold-colabfold,An implementation of the inference pipeline of AlphaFold v2.0.This is a completely new model that was entered as AlphaFold2 in CASP14 and published in Nature. This package contains patches for colabfold,https://github.com/deepmind/alphafold,2,1.0,tensorflow-cpu
boxes-classifier,SF Core processing data library,,2,,tensorflow-cpu
c4v-py,Code for Venezuela python library.,https://www.codeforvenezuela.org/,2,,tensorflow-cpu
colabfold,Making protein folding accessible to all. Predict proteins structures both in google colab and on your machine,,2,,tensorflow-cpu
cvdata,Tools for creating and manipulating computer vision datasets,https://github.com/monocongo/cvdata,2,,tensorflow-cpu
datascienv,Data Science package for setup data science environment in single line,http://github.com/ashishpatel26/datascienv,2,,tensorflow-cpu
dtween,Digital Twin of an Organization realized with Action-Oriented Process Mining,https://github.com/gyunamister/dtween,2,,tensorflow-cpu
expert-mst,Exact and pervasive expert model for source tracking based on transfer learning,https://github.com/HUST-NingKang-Lab/EXPERT,2,,tensorflow-cpu
gamornet-cpu,A CNN to classify galaxies morphologically,http://gamornet.ghosharitra.com/,2,,tensorflow-cpu
habana-tensorflow,This package contains Habana® TensorFlow bridge that allows to work with Habana® Gaudi®,https://habana.ai/,2,,tensorflow-cpu
medaka-cpu,Neural network sequence error correction.,https://github.com/nanoporetech/medaka,2,,tensorflow-cpu
modelutils,Utility scripts for various deep learning models,https://github.com/shonohs/modelutils,2,,tensorflow-cpu
opennsfw-standalone,Stand-alone wrapper for Yahoo's OpenNSFW model using Tensorflow.,https://github.com/SectorLabs/opennsfw-standalone,2,,tensorflow-cpu
pop-finder,"""Python package that uses neural networks for population assignment""",,2,,tensorflow-cpu
pydoku2,,,2,,tensorflow-cpu
rasa,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://rasa.com,2,18.0,tensorflow-cpu
rasafou,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://rasa.com,2,1.0,tensorflow-cpu
regmetrics,Regression Metrics Calculation Made easy,http://github.com/ashishpatel26/regmetrics,2,,tensorflow-cpu
regressionmetrics,Regression Metrics Calculation Made easy.,http://github.com/ashishpatel26/regressionmetrics,2,,tensorflow-cpu
scml-agents,Agents submitted to the SCML competition or contributed by the community,https://github.com/yasserfarouk/scml-agents,2,,tensorflow-cpu
super-resolution,Library generating 4x/8x super resoltion using deep convolutional neural networks.,https://github.com/fengwang/super_resolution,2,,tensorflow-cpu
tensorflowjs,Python Libraries and Tools for TensorFlow.js,https://js.tensorflow.org/,2,10.0,tensorflow-cpu
tf-plan,Planning through backpropagation using TensorFlow.,https://github.com/thiagopbueno/tf-plan,2,,tensorflow-cpu
tfmpc,An implementation of model-predictive control algorithms using TensorFlow 2,https://github.com/thiagopbueno/tf-mpc,2,,tensorflow-cpu
thumt,THUMT: An open-source toolkit for neural machine translation,http://thumt.thunlp.org,2,,tensorflow-cpu
zhtts,A demo of zh/Chinese Text to Speech system run on CPU,https://github.com/jackiexiao/zhtts,2,,tensorflow-cpu
tensorflow-cpu,TensorFlow is an open source machine learning framework for everyone.,https://www.tensorflow-cpu.org/,2,,tensorflow-cpu-estimator
fairness-indicators,Fairness Indicators,https://github.com/tensorflow/fairness-indicators,2,,tensorflow-data-validation
model-card,Model Card Toolkit,https://github.com/model-card/model-card,2,,tensorflow-data-validation
model-card-toolkit,Model Card Toolkit,https://github.com/tensorflow/model-card-toolkit,2,,tensorflow-data-validation
rflow-tfx,TensorFlow Extended (TFX) is README.ml-pipelines-sdk.md TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-data-validation
tfds-nightly,tensorflow/datasets is a library of datasets ready to use with TensorFlow.,http://github.com/tensorflow/datasets,2,10.0,tensorflow-data-validation
tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,3.0,tensorflow-data-validation
waseda-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-data-validation
wyl-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-data-validation
wyljpn-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-data-validation
yulong-tfx,TensorFlow Extended (TFX) is a TensorFlow-based general-purpose machine learning platform implemented at Google.,https://www.tensorflow.org/tfx,2,,tensorflow-data-validation
DLTKDL,DLTKDL is a wrapper for TensorFlow and Keras that makes deep learning and AI more accessible and easier to apply,https://github.com/dltk-ai/Deep-Learning,2,,tensorflow-datasets
TensorFlowASR,Almost State-of-the-art Automatic Speech Recognition using Tensorflow 2,https://github.com/TensorSpeech/TensorFlowASR,2,,tensorflow-datasets
a3t,Implementation for A3T,https://github.com/ForeverZyh/A3T,2,,tensorflow-datasets
anomaly-toolbox,Anomaly Toolbox Powered by GANs,https://github.com/zurutech/anomaly-toolbox,2,,tensorflow-datasets
backwardcompatibilityml,Project for open sourcing research efforts on Backward Compatibility in Machine Learning,https://github.com/microsoft/BackwardCompatibilityML,2,,tensorflow-datasets
clu,Set of libraries for ML training loops in JAX.,http://github.com/google/CommonLoopUtils,2,1.0,tensorflow-datasets
coherence-ua,Transformer-based model to estimate the coherence of Ukrainian-language texts,https://github.com/artemkramov/coherence-ua,2,,tensorflow-datasets
deatf,Distributed Evolutionary Algorithms in TensorFlow (DEATF) is a framework where networks generated with TensorFlow are evolved via DEAP.,https://github.com/IvanHCenalmor/deatf,2,,tensorflow-datasets
dltkdl,dltkdl is a wrapper for TensorFlow and Keras that makes deep learning and AI more accessible and easier to apply,https://github.com/dltk-ai/Deep-Learning,2,,tensorflow-datasets
dnnviewer,"Deep Neural Network inspection: view weights, gradients and activations",https://github.com/tonio73/dnnviewer,2,,tensorflow-datasets
enchanter,Enchanter is a library for machine learning tasks for comet.ml users.,https://enchanter.readthedocs.io/,2,,tensorflow-datasets
galaxies-datasets,Galaxies Datasets,https://github.com/lbignone/galaxies_datasets,2,,tensorflow-datasets
gans2,GANs-2.0,,2,,tensorflow-datasets
hcai-datasets,!Alpha Version! - This repository contains code to make datasets stored on the corpora network drive of the chair compatible with the [tensorflow dataset api](https://www.tensorflow.org/api_docs/python/tf/data/Dataset),https://github.com/pypa/sampleproject,2,,tensorflow-datasets
hcai-datasets-nightly,!Alpha Version! - This repository contains the backend server for the nova annotation ui (https://github.com/hcmlab/nova),https://github.com/hcmlab/nova-server,2,,tensorflow-datasets
helloai,A Python Library For AI Education,http://www.moyalab.com,2,,tensorflow-datasets
ivystar,python tools package of ivystar,,2,1.0,tensorflow-datasets
jovsatools,A collection of tools,https://github.com/jovsa/jovsatools,2,,tensorflow-datasets
jrpytensorflow,,,2,,tensorflow-datasets
kagemeka,,https://github.com/kagemeka/myenv/lib/python/kagemeka,2,,tensorflow-datasets
keras-cv-attention-models,Tensorflow keras computer vision attention models. https://github.com/leondgarse/keras_cv_attention_models,https://github.com/leondgarse/keras_cv_attention_models,2,,tensorflow-datasets
keras-fsl,Model builders for some State-of-the-Art architectures in few-shot and contrastive learning,,2,,tensorflow-datasets
kubric,"A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as instance segmentation, depth maps, and optical flow.",https://github.com/google-research/kubric,2,,tensorflow-datasets
kubric-nightly,"A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as instance segmentation, depth maps, and optical flow.",https://github.com/google-research/kubric,2,,tensorflow-datasets
lingvo,Lingvo libraries.,,2,,tensorflow-datasets
magenta,Use machine learning to create art and music,https://magenta.tensorflow.org/,2,3.0,tensorflow-datasets
magenta-gpu,Use machine learning to create art and music,https://magenta.tensorflow.org/,2,1.0,tensorflow-datasets
mesh-tensorflow,Mesh TensorFlow,http://github.com/tensorflow/mesh,2,4.0,tensorflow-datasets
minerl-navigate,minerl-navigate - MineRL Navigate Video Dataset,https://github.com/vaibhavsaxena11/minerl_navigate,2,,tensorflow-datasets
nkia,This is a module to predict the products category using artificial inteligence.,https://bitbucket.org/nksistemasdeinformacao/servicos-biodigital/src/master/,2,,tensorflow-datasets
odin-ai,Deep learning for research and production,https://github.com/imito/odin-ai,2,1.0,tensorflow-datasets
onnxds,Create datasets using onnx and serialize tensorflow_datasets in onnx datasets.,https://github.com/mingkaic/onnxds,2,,tensorflow-datasets
plato-learn,Packaged version of the Plato framework for federated learning research,https://github.com/TL-System/plato,2,,tensorflow-datasets
rasa-hydra,"Forked from the open source machine learning framework, Rasa",,2,,tensorflow-datasets
scikit-surgerytf,scikit-surgerytf is a Python package for Tensor Flow examples and utilities,https://weisslab.cs.ucl.ac.uk/WEISS/SoftwareRepositories/SNAPPY/scikit-surgerytf,2,,tensorflow-datasets
simplegan,Framework to ease training of generative models based on TensorFlow,https://github.com/grohith327,2,,tensorflow-datasets
sof-utils,Small utilities to aid working with the SOF dataset,https://github.com/ithron/SOF-Utils,2,,tensorflow-datasets
spectrogram-to-audio,,,2,,tensorflow-datasets
t5,Text-to-text transfer transformer,http://github.com/google-research/text-to-text-transfer-transformer,2,2.0,tensorflow-datasets
tensor2tensor,Tensor2Tensor,http://github.com/tensorflow/tensor2tensor,2,11.0,tensorflow-datasets
tensorflow-cloud,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and TensorFlow code in a local environment to distributed training in the cloud.,https://github.com/tensorflow/cloud,2,,tensorflow-datasets
tensorflow-datasets-ko,Custom TensorFlow Datasets for Korean Text Data,https://github.com/chrisjihee/tensorflow-datasets-ko,2,,tensorflow-datasets
tensorflow-graphics,"A library that contains well defined, reusable and cleanly written graphics related ops and utility functions for TensorFlow.",https://github.com/tensorflow/graphics,2,1.0,tensorflow-datasets
tensorflow-privacy,,https://github.com/tensorflow/privacy,2,5.0,tensorflow-datasets
tensorflow-similarity,Metric Learning for Humans,https://github.com/tensorflow/similarity,2,,tensorflow-datasets
tf-al,Active learning with tensorflow. Create custom and generic active learning loops. Export and share your experiments.,https://github.com/ExLeonem/tf-al,2,,tensorflow-datasets
tf-data-athena,An implementation of tf.data.Dataset for aws Athena,https://github.com/andreclaudino/tf-data-athena,2,,tensorflow-datasets
tf-models-nightly,TensorFlow Official Models,https://github.com/tensorflow/models,2,3.0,tensorflow-datasets
tf-models-official,TensorFlow Official Models,https://github.com/tensorflow/models,2,17.0,tensorflow-datasets
tfaip,,https://github.com/Planet-AI-GmbH/tf2_aip_base,2,1.0,tensorflow-datasets
tfds-korean,A collection of Korean Text Datasets ready to use using Tensorflow-Datasets.,https://github.com/jeongukjae/tfds-korean,2,,tensorflow-datasets
tfdsio,tfdsio,http://github.com/trisongz/tfdsio,2,,tensorflow-datasets
tfg-nightly,"A library that contains well defined, reusable and cleanly written graphics related ops and utility functions for TensorFlow.",https://github.com/tensorflow/graphics,2,,tensorflow-datasets
tflite-model-maker,TFLite Model Maker: a model customization library for on-device applications.,http://github.com/tensorflow/examples,2,,tensorflow-datasets
tflite-model-maker-nightly,TFLite Model Maker: a model customization library for on-device applications.,http://github.com/tensorflow/examples,2,,tensorflow-datasets
tfsim-nightly,Metric Learning for Humans,https://github.com/tensorflow/similarity,2,,tensorflow-datasets
tftk,Machine Learning Toolkit using TensorFlow,,2,,tensorflow-datasets
transformer-korean,Text-to-Text Transformer for Korean QA Task,https://github.com/yeontaek/Text-to-Text-Transformer,2,,tensorflow-datasets
trax,Trax,http://github.com/google/trax,2,,tensorflow-datasets
twodlearn,Easy development of machine learning models,https://github.com/danmar3/twodlearn,2,,tensorflow-datasets
uncertainty-baselines,Uncertainty Baselines,http://github.com/google/uncertainty-baselines,2,,tensorflow-datasets
urduhack,Natural Language Processing (NLP) library for Urdu language.,https://github.com/urduhack/urduhack,2,1.0,tensorflow-datasets
yifeif-tensorflow-graphics,"A library that contains well defined, reusable and cleanly written graphics related ops and utility functions for TensorFlow.",https://github.com/tensorflow/graphics,2,,tensorflow-datasets
zookeeper,"A small library for managing deep learning models, hyper-parameters and datasets",https://github.com/larq/zookeeper,2,1.0,tensorflow-datasets
A-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
B-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
BSPPypi3,Predict the Genre for each 10-second interval of the video.,https://github.com/GDGVIT/background-score-prediction,2,,tensorflow-estimator
BackgroundVellore,Predict the Genre for each 10-second interval of the video.,https://github.com/GDGVIT/background-score-prediction,2,,tensorflow-estimator
ChefsHatPlayersClub,A collection of ready-to-use agents for the Chef's Hat Gym Environment,https://github.com/pablovin/ChefsHatPlayersClub,2,,tensorflow-estimator
D-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
E-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
F-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
FF-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
FFF-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
FFFF-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
GRR-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
H-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
K-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
MLProto,Modular Neural Network Protyping for Stock Market Prediction,https://github.com/CSLukeW/MLProto,2,,tensorflow-estimator
MiScan,MiScan: mutation-inferred screening model of cancer,https://github.com/QuKunLab/MiScan,2,,tensorflow-estimator
MindsDB,MindsDB's goal is to make it very simple for developers to use the power of artificial neural networks in their projects.,https://github.com/mindsdb/mindsdb,2,,tensorflow-estimator
MoveItPa,A movement recognition library,,2,,tensorflow-estimator
NLP-LIB,Python library for Language Model / Finetune using Transformer based models.,https://github.com/twilightdema/NLP_LIB.git,2,,tensorflow-estimator
NLP-LIB-cpu,Python library for Language Model / Finetune using Transformer based models.,https://github.com/twilightdema/NLP_LIB.git,2,,tensorflow-estimator
PP-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
PaMoveIt,A movement recognition library,,2,,tensorflow-estimator
ReiL,A Reinforcement Learning Module for Python,https://research-git.uiowa.edu/sanzabizadeh/Reinforcement-Learning,2,,tensorflow-estimator
S-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
StockerMake,Modular Neural Network Protyping for Stock Market Prediction,https://github.com/CSLukeW/StockerMake,2,,tensorflow-estimator
T-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
THE-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
Z-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
ZZ-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
aa-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
abdelrahman-obfuscate,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
abdo,kjdfdlsjlkdfl,https://www.innovsoltech.com/,2,,tensorflow-estimator
abdo-obfuscate,Obfuscate Convo Test,,2,,tensorflow-estimator
abdoconvo,dynamic forms updated,https://www.innovsoltech.com/,2,,tensorflow-estimator
aichatbot,Python library for building custom AI Chatbot with just one line of code.,https://github.com/Elysian01/AI-Chatbot,2,,tensorflow-estimator
altena,Feature extraction for categorical variables,https://github.com/kishimoto-banana/altena,2,,tensorflow-estimator
auto-tensorflow,"Build Low Code Automated Tensorflow, What-IF explainable models in just 3 lines of code.      To make Deep Learning on Tensorflow absolutely easy for the masses with its low code framework and also increase trust on ML models through What-IF model explainability.",https://github.com/rafiqhasan/auto-tensorflow,2,,tensorflow-estimator
backwardcompatibilityml,Project for open sourcing research efforts on Backward Compatibility in Machine Learning,https://github.com/microsoft/BackwardCompatibilityML,2,,tensorflow-estimator
bb-profiler,GrAIOne and GrAIVip,https://bitbucket.org/Benuraj/gml_profiler/src/master/,2,,tensorflow-estimator
c3-toolset,"Toolset for control, calibration and characterization of physical systems",http://www.q-optimize.org,2,,tensorflow-estimator
c3-toolset-nightly,"Toolset for control, calibration and characterization of physical systems",http://www.q-optimize.org,2,,tensorflow-estimator
canvs-toolbox-canvsUser,A package for custom canvs analytics,https://github.com/dbproductionsLTD/canvs_tools,2,,tensorflow-estimator
car-speed-detection,Camera-based Car Speed Detection for Autonomous Driving,,2,1.0,tensorflow-estimator
ciphey,Automated decryption tool using machine learning & common sense,https://github.com/brandonskerritt/ciphey,2,,tensorflow-estimator
cognite-open-set-classifier,Open-set classifier,,2,,tensorflow-estimator
colorizexl,Colorize and recolorize large images,https://github.com/nfreundlich/colorizexl,2,,tensorflow-estimator
convo-NLU2,Convo: the AI powered chatbot API 2.0,https://convo.com,2,,tensorflow-estimator
convo-engine,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
convo-latest,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
convo-n2,Convo: the AI powered chatbot API 2.0,https://convo.com,2,,tensorflow-estimator
convo-new-version-abdo,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
convo-nl2,Convo: the AI powered chatbot API 2.0,https://convo.com,2,,tensorflow-estimator
convo-nlu,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
convo-nlu-v2,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://convo.com,2,,tensorflow-estimator
convo-nlu2,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://convo.com,2,,tensorflow-estimator
convo-tt,Convo: the AI powered chatbot API 2.0,,2,,tensorflow-estimator
convo5,Convo: the AI powered chatbot API,,2,,tensorflow-estimator
convo6,Convo: the AI powered chatbot API,,2,,tensorflow-estimator
convo7,Convo: the AI powered chatbot API,,2,,tensorflow-estimator
convoxxx,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://www.oodlestechnologies.com/,2,,tensorflow-estimator
credentialdigger,Credential Digger,https://github.com/SAP/credential-digger,2,,tensorflow-estimator
ctextinct,Educational Cyber Security Chatbot - Working to Making Cyber Threats Extinct,https://github.com/aapatrick/CT_Extinct/tree/master,2,,tensorflow-estimator
